customer_id,calendar_month,mrr,plans
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2024-12,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2025-01,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2025-02,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2025-03,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2025-04,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2025-05,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2025-06,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2025-07,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2025-08,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2025-09,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2025-10,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2025-11,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2025-12,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2026-01,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2023-11,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2023-12,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2024-01,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2024-02,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2024-03,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2024-04,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2024-05,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2024-06,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2024-07,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2024-08,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2024-09,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2024-10,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2024-11,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2024-12,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2025-01,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2025-02,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2025-03,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2025-04,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2025-05,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2025-06,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2025-07,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2025-08,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2025-09,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2025-10,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2025-11,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2025-12,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2026-01,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2026-02,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2026-03,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2026-04,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2026-05,30.0,Starter
0914ef01-e6d1-4178-93fc-8cef61f86086,2026-06,30.0,Starter
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2023-08,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2023-09,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2023-10,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2023-11,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2023-12,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2024-01,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2024-02,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2024-03,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2024-04,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2024-05,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2024-06,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2024-07,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2024-08,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2024-09,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2024-10,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2024-11,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2024-12,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2025-01,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2025-02,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2025-03,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2025-04,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2025-05,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2025-06,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2025-07,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2025-08,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2025-09,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2025-10,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2025-11,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2025-12,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2026-01,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2026-02,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2026-03,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2026-04,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2026-05,20.0,Pro
0a8ad8a2-159c-4354-abd3-fd82fd38950c,2026-06,20.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2023-12,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2024-01,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2024-02,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2024-03,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2024-04,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2024-05,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2024-06,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2024-07,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2024-08,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2024-09,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2024-10,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2024-11,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2024-12,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2025-01,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2025-02,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2025-03,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2025-04,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2025-05,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2025-06,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2025-07,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2025-08,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2025-09,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2025-10,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2025-11,60.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2025-12,100.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2026-01,100.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2026-02,100.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2026-03,100.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2026-04,100.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2026-05,100.0,Pro
0b575545-0c6c-4b20-a475-7b6fcb58ce25,2026-06,100.0,Pro
0bf111b5-cf97-4d15-8b3f-5624dd3ca217,2023-10,40.0,Pro
0bf111b5-cf97-4d15-8b3f-5624dd3ca217,2023-11,40.0,Pro
0bf111b5-cf97-4d15-8b3f-5624dd3ca217,2023-12,40.0,Pro
0bf111b5-cf97-4d15-8b3f-5624dd3ca217,2024-01,40.0,Pro
0bf111b5-cf97-4d15-8b3f-5624dd3ca217,2024-02,40.0,Pro
0bf111b5-cf97-4d15-8b3f-5624dd3ca217,2024-03,40.0,Pro
0bf111b5-cf97-4d15-8b3f-5624dd3ca217,2024-04,40.0,Pro
0bf111b5-cf97-4d15-8b3f-5624dd3ca217,2024-05,40.0,Pro
0bf111b5-cf97-4d15-8b3f-5624dd3ca217,2024-06,40.0,Pro
0bf111b5-cf97-4d15-8b3f-5624dd3ca217,2024-07,40.0,Pro
0bf111b5-cf97-4d15-8b3f-5624dd3ca217,2024-08,40.0,Pro
0bf111b5-cf97-4d15-8b3f-5624dd3ca217,2024-09,40.0,Pro
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2024-01,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2024-02,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2024-03,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2024-04,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2024-05,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2024-06,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2024-07,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2024-08,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2024-09,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2024-10,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2024-11,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2024-12,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2025-01,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2025-02,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2025-03,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2025-04,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2025-05,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2025-06,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2025-07,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2025-08,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2025-09,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2025-10,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2025-11,20.0,Starter
0c17020b-1ae9-452f-bd8f-d59ed3e7bf10,2025-12,20.0,Starter
0f71a26a-06fa-4c78-9a82-9f263450611e,2023-06,20.0,Starter
0f71a26a-06fa-4c78-9a82-9f263450611e,2023-07,20.0,Starter
0f71a26a-06fa-4c78-9a82-9f263450611e,2023-08,20.0,Starter
0f71a26a-06fa-4c78-9a82-9f263450611e,2023-09,20.0,Starter
0f71a26a-06fa-4c78-9a82-9f263450611e,2023-10,20.0,Starter
0f71a26a-06fa-4c78-9a82-9f263450611e,2023-11,20.0,Starter
0f71a26a-06fa-4c78-9a82-9f263450611e,2023-12,20.0,Starter
0f71a26a-06fa-4c78-9a82-9f263450611e,2024-01,20.0,Starter
0f71a26a-06fa-4c78-9a82-9f263450611e,2024-02,20.0,Starter
0f71a26a-06fa-4c78-9a82-9f263450611e,2024-03,20.0,Starter
0f71a26a-06fa-4c78-9a82-9f263450611e,2024-04,20.0,Starter
0f71a26a-06fa-4c78-9a82-9f263450611e,2024-05,20.0,Starter
0fafa927-05d8-4be6-93bb-7307bc29366e,2024-01,20.0,Starter
0fafa927-05d8-4be6-93bb-7307bc29366e,2024-02,20.0,Starter
0fafa927-05d8-4be6-93bb-7307bc29366e,2024-03,20.0,Starter
0fafa927-05d8-4be6-93bb-7307bc29366e,2024-04,20.0,Starter
0fafa927-05d8-4be6-93bb-7307bc29366e,2024-05,20.0,Starter
0fafa927-05d8-4be6-93bb-7307bc29366e,2024-06,20.0,Starter
0fafa927-05d8-4be6-93bb-7307bc29366e,2024-07,20.0,Starter
0fafa927-05d8-4be6-93bb-7307bc29366e,2024-08,20.0,Starter
0fafa927-05d8-4be6-93bb-7307bc29366e,2024-09,20.0,Starter
0fafa927-05d8-4be6-93bb-7307bc29366e,2024-10,20.0,Starter
0fafa927-05d8-4be6-93bb-7307bc29366e,2024-11,20.0,Starter
0fafa927-05d8-4be6-93bb-7307bc29366e,2024-12,20.0,Starter
0fafa927-05d8-4be6-93bb-7307bc29366e,2025-01,40.0,Pro
0fafa927-05d8-4be6-93bb-7307bc29366e,2025-02,40.0,Pro
0fafa927-05d8-4be6-93bb-7307bc29366e,2025-03,40.0,Pro
0fafa927-05d8-4be6-93bb-7307bc29366e,2025-04,40.0,Pro
0fafa927-05d8-4be6-93bb-7307bc29366e,2025-05,40.0,Pro
0fafa927-05d8-4be6-93bb-7307bc29366e,2025-06,40.0,Pro
0fafa927-05d8-4be6-93bb-7307bc29366e,2025-07,40.0,Pro
0fafa927-05d8-4be6-93bb-7307bc29366e,2025-08,40.0,Pro
0fafa927-05d8-4be6-93bb-7307bc29366e,2025-09,40.0,Pro
0fafa927-05d8-4be6-93bb-7307bc29366e,2025-10,40.0,Pro
0fafa927-05d8-4be6-93bb-7307bc29366e,2025-11,40.0,Pro
0fafa927-05d8-4be6-93bb-7307bc29366e,2025-12,40.0,Pro
12b1b432-6386-4a36-b64c-1f0d89f4f5d1,2023-02,10.0,Starter
