order_id,subscription_id,order_date,gross_amount,checkout_metadata
79015e49-30ac-4e0a-99a1-0fde2a79a68c,d8e24814-010b-47b2-904f-a3382ecc5d2b,2025-11-20 00:00:00,561.6,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": null}"
88ae6cff-fe75-4942-9c5d-51c40f9e0122,725dc7fc-9b9a-43d8-84cd-754b9eb81720,2023-05-26 00:00:00,662.4,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
721be475-264f-4450-98f0-0e0d02619c86,0a69e191-3000-472e-8b01-b5861132f8f9,2024-05-25 00:00:00,662.4,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
6776952d-0de9-4708-a724-932d34e3fe5b,d6b502f2-3f65-42c3-9a2b-a96f2873ed58,2025-05-25 00:00:00,662.4,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
84bac7dd-6a9d-462f-b0f9-3b1ee727f1eb,fc2a295e-3489-4be5-9259-8f402e571a13,2023-07-18 00:00:00,220.8,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
5598268e-f3f9-4e36-800a-f212483bb852,c4191d8c-9b48-4073-9cfb-f2b1c2660b7a,2024-07-17 00:00:00,220.8,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
f17947a2-cb5e-47db-aa28-90f1ef62381d,d4e6d872-8ca5-48a2-bd05-1e20876a6733,2025-07-17 00:00:00,220.8,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
385f3c92-20cc-4c91-bffb-e49b984e8761,99aba7a7-2d77-441e-92f9-17574f3800f5,2023-12-24 00:00:00,240,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
d43d6986-0924-4ab1-bde6-d99eec75b9ea,4a96a1ac-4f41-4a15-8465-0c7edca9a235,2024-12-23 00:00:00,240,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
aed0cdd7-833b-41ad-962a-7fba7405efd1,c7a9d49e-e627-4ac4-a3ca-d13b9061154d,2025-12-23 00:00:00,240,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
e1fbde58-b080-4a5a-b7e8-30d43f60806c,d6dd536d-80b7-4cc7-9e6e-2ec1152f0ffd,2024-02-29 00:00:00,360,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
c4d02c47-0eec-44dd-b15c-edf0d7d8ec56,480123e1-20c7-4dd5-be50-aa1985ccc8c6,2024-01-03 00:00:00,421.2,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
4659f255-d341-4b5a-b4e1-6f8d0a9c11e2,a4dbced4-fd47-4c6c-86da-634dc877ed2a,2025-01-02 00:00:00,280.8,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
8ddb2d8d-bcac-4d25-8f2e-0d26e0303d34,a22d8f37-bc83-4f93-a9e7-24549daa8a5d,2023-01-27 00:00:00,167.08,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.19}"
33593a8f-2d71-4775-9d6d-b3adf5fd778e,47179478-10ec-42b0-8a6d-16d66f33846a,2024-01-27 00:00:00,167.08,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.19}"
66bae2c5-2ed1-4b54-8ae2-26dad0917a29,e9b85517-9dbd-4fd9-8862-7f1755356bbd,2025-01-26 00:00:00,334.15,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.19}"
3be7b0f1-5c12-47a7-b1a0-09c7c2da6f52,0355a2fd-c8d1-4714-9c05-eb9ab126ef61,2023-10-19 00:00:00,331.2,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
c4690ab1-6a4f-4f38-b737-2fffad0b6142,79810497-6292-4ec5-8673-efb57ba7ad99,2024-10-18 00:00:00,331.2,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
5d857943-2cbc-4601-835e-4c112b28eee8,66efb6c7-24fe-4b03-8b41-8dab619d119b,2025-10-18 00:00:00,331.2,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
8a9bdcfb-ce96-4dac-aa0d-5edf5e79789d,ac2cbf93-5e1a-49fe-8dbb-085316161e1b,2024-01-26 00:00:00,561.6,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
6a5e7a9b-7678-4336-928f-5698934296dd,132c5916-1bdc-47fb-9560-485c84cb4485,2025-01-25 00:00:00,1123.2,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
dcfdea21-e629-4637-8966-d8cee1886a5f,1de6f0e0-df30-4078-bdb7-337599b06164,2023-06-15 00:00:00,525.5,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.19}"
911dbb2f-4b45-449b-a43e-d94b7d10c8aa,e1a292cb-cd4e-4891-a09b-009926982849,2023-03-29 00:00:00,720,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
814cddef-05ae-4007-b026-96652443a759,a5f7d6e3-b353-4478-af48-24f4bfb4f71c,2024-03-28 00:00:00,720,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
be9a57a3-3251-4824-b6ae-590647d9063e,bd549042-ebd8-47a0-b28d-884404b00a94,2025-03-28 00:00:00,1200,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
240fe591-c4e1-4af7-b50c-40c4e8b1492c,7e462735-822b-4182-9926-2a0741b1ad8f,2024-04-23 00:00:00,220.8,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
4c7256fa-82b7-403b-8ab7-f849418ff830,c741ca2d-1a66-46e4-81a9-e9c33f8d453b,2025-04-23 00:00:00,220.8,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
1f875de0-f220-401b-9938-b2dbaa746e1f,66ff5768-ba71-45de-b265-e9648a770311,2023-03-25 00:00:00,131.38,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.19}"
62a340e8-c156-4776-bc80-b71c3dd75547,deac6062-c023-417d-8bb2-da852cf8adfe,2023-09-04 00:00:00,220.8,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
10d58c0c-931c-4f3f-865d-94ea03dfa148,c2ee93cd-7ea0-491d-a176-b71b5ae128cc,2024-09-03 00:00:00,220.8,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
1eb1c73f-8222-470e-adf8-650f0108451d,fff7fe29-9793-4aaa-8c74-8ada50a0e0c5,2025-09-03 00:00:00,110.4,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
43f440f1-dc75-4bcf-a64f-0f2c0794be6e,823d4ed3-9664-4640-8056-3e5d1128eec3,2023-07-21 00:00:00,131.38,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.19}"
60db6c02-5c5d-4c11-89ec-9f50f80ed2ed,3b89cd87-4380-494c-a483-e998169cf317,2024-07-20 00:00:00,131.38,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.19}"
a5b41ef9-ab38-4fba-ac0f-f8f3ecb04707,ec182fed-4d55-4f11-94db-d034cb0af818,2025-07-20 00:00:00,131.38,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.19}"
41ff946a-1fe8-4790-a639-d4ae12e2c50c,78d39a06-ba72-4bf2-ad13-032b269ce4e9,2023-06-04 00:00:00,240,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
29f07c56-3bf9-4984-a2d9-5279f7b2b6be,e0a86b98-40d6-47f9-b319-6bd1e0de4979,2024-06-03 00:00:00,240,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
5d7469b8-16e6-4798-ab11-fe8ccc189d74,e51d1404-bb76-4074-bc87-a5967c69aa6e,2025-06-03 00:00:00,240,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
2c483c08-24c4-4f75-abc3-5cb7d7785fd9,47509956-8c2a-4eff-9258-856a6e14d533,2023-06-17 00:00:00,480,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
1f8eacaa-b173-4058-8399-1effab7c0d91,46e6437e-7bf4-40b7-ae7d-7b8beafe782c,2024-06-16 00:00:00,480,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
b7610f97-653a-4d8f-b351-b8d53f14d93f,b4a80f3a-08f6-4b31-8a5b-a6f76cc0d53f,2025-06-16 00:00:00,480,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
55818885-60ba-4fbe-9e4d-b5860aadbcaa,4019ea33-3974-4fa8-979f-0eaa56562a4f,2023-12-28 00:00:00,240,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
17d70e22-f42b-45fa-b3e6-87a6456321c2,eaf963f4-b4d6-457b-a714-e9bc21a7dae8,2024-12-27 00:00:00,120,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
6c144343-5052-478a-bc8a-88b3c4de6e96,189255ca-b887-44a3-a55f-ed28eb3e04e2,2025-12-27 00:00:00,120,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
b73a4a85-4620-4a37-bbd2-09b61c1c9ed8,18e3bfb3-9995-401b-8403-75e17c00890b,2023-12-08 00:00:00,842.4,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
005e2214-e04b-43b4-ba01-e132fb31347f,4907e7b1-060e-4930-9113-ade44ecd814c,2024-12-07 00:00:00,842.4,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
57bb2758-f932-4b0a-9bbe-2d753e3abf6e,6790fc80-0ba9-49bc-9126-6c0fd9fb95c4,2025-12-07 00:00:00,842.4,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
e7340ce0-5f53-48f5-85b4-e5605ca7821e,8eae8cb5-f9d9-41c7-b596-e31bdf98e529,2023-11-20 00:00:00,662.4,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
0e34204e-500a-440e-b8a5-a3efd246691d,6076cb07-b29b-4feb-a77e-1bf05a0d67d6,2023-10-25 00:00:00,331.2,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
e018ff8d-b217-43fb-bd2f-452750b8d098,7c9dab93-a9eb-48b1-8fe1-86f3cd4bf2d4,2024-10-24 00:00:00,331.2,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
fb5beb7b-bb6e-4d5b-92b3-ee7a693f623e,143e3106-3d27-4deb-a05c-bee46b942320,2025-10-24 00:00:00,331.2,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
a4badc20-8368-49db-85be-72468bc78f4b,ea49cfb3-00de-4f2a-adca-419f3316e1dc,2024-03-18 00:00:00,280.8,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
0def1293-9cc6-42b6-b529-a935d23f34e3,91f6d933-188f-465a-b2c7-03a145c63af9,2025-03-18 00:00:00,280.8,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
1761db69-d5f8-4ccb-b120-4ba4861d3119,953ef952-0743-4293-ad73-43195953fb85,2024-01-31 00:00:00,561.6,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
4a23a441-6953-418a-be85-946bdb942ef7,0a2aeaed-5f6c-4099-8ab3-1f550645f69e,2025-01-30 00:00:00,280.8,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
85d5e1b8-b0d6-4347-9050-57064a909461,fc207601-12e0-4870-9fd4-51908cac0fdc,2023-12-16 00:00:00,480,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
1a94a9b2-bab5-4114-b49e-5ead9076541e,c74fbfab-074a-4cdf-b9d3-f3349e652769,2023-07-24 00:00:00,110.4,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
c580dde3-1eea-4176-805f-2ed5d46ed9d6,17180aa2-ebcb-4d2f-ba75-38f5716a2063,2024-07-23 00:00:00,220.8,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
b97f5037-1d54-449e-b7d8-c0c52e19f855,9d39c6c4-41e4-4523-b102-f9b49441ab34,2025-07-23 00:00:00,220.8,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
fc65c897-0e52-476a-91b8-b8547245031d,df32214c-b732-4881-b56b-c2a555c422d8,2024-01-07 00:00:00,480,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
b9d01d65-2c6f-4e80-b81a-5bcba77a182a,9d7761a3-99fd-495a-a0d4-3ff694780f0c,2025-01-06 00:00:00,480,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
168fbf31-433c-47e2-8df0-d5a07161a584,6cde4afa-7f21-4107-a51e-4a3fc3e9298f,2024-04-21 00:00:00,394.13,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.19}"
b9d256d0-0256-4c60-882f-ff04d36173e5,4f5cf129-7761-4215-b179-d57c0418358a,2024-06-03 00:00:00,220.8,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
8032cea2-0461-437c-a73f-44f2e70fcdb9,aecbe9a2-6c9e-4454-bc00-74f5681d8e74,2025-06-03 00:00:00,662.4,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
928bd608-656e-48ac-9b77-577f8347bcf1,c4969611-fc6e-4e65-9591-cf25cb678ee3,2024-01-13 00:00:00,240,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
242db52e-210c-497e-9ebf-23bd47761e8e,fdd0f999-9bfe-4fb4-92c1-ab774e396775,2023-09-25 00:00:00,360,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
cb93e710-8eab-414c-87f9-399ca644f5ae,78a3614e-145d-4390-abd6-4f483b912878,2024-09-24 00:00:00,360,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
f143f0f3-043a-456e-aec6-309fb2a3f855,6e7ff3ae-6732-456f-8380-310a0d644c13,2023-02-16 00:00:00,480,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
7201c4a1-04f3-4946-9ac2-56537dc46142,7a86e613-7dda-4706-89bd-316bdeb422f5,2024-02-16 00:00:00,480,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
c936f79b-8462-4633-a47b-62e59a8365be,c12b639a-a926-4d27-ac89-7943837c61dd,2023-10-10 00:00:00,842.4,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
cd9fb46a-9d48-4e76-9e09-9476e6eca0a4,b438436a-f1ca-4e24-9029-614701939909,2024-10-09 00:00:00,842.4,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
10aaa2f6-0cec-4814-8281-45b6defb70aa,acba5568-2199-4f67-83a7-02579aedb95b,2025-10-09 00:00:00,842.4,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
458646fa-379a-4bfa-a753-9d9e1ab61f22,7f2d178d-15ec-4813-90b2-3e6ea2b4d5f3,2023-01-14 00:00:00,842.4,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
7d87b3bb-9ed3-4afa-b8fa-4910b1196b5b,b584684b-66da-434a-a002-e6217b0d6553,2023-10-05 00:00:00,662.4,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
33ba3c4a-6e03-41a1-a5e7-322491ca239a,122e92ba-7bab-4349-9452-be3a7b19ce75,2024-10-04 00:00:00,662.4,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
be77f813-7c5c-4e9b-8f05-6b11d7cfb6dc,c735513b-cb44-4c81-b657-d46a6405a201,2025-10-04 00:00:00,441.6,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
38c980ac-7fee-4856-b5dc-703af03ee64c,c5a1c170-34f2-43ba-9ee6-494c3879abae,2024-01-09 00:00:00,280.8,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
5ae2ef53-dfb3-4605-bc8a-a0b055c3f05c,31a2da96-fbc7-46e6-8c37-cd458218319f,2025-01-08 00:00:00,280.8,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
8831a7b2-c4c6-43c8-ab42-8b1891711f85,05f92a52-f639-4e03-81e9-83f782b10fa6,2023-05-11 00:00:00,120,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
ac78e61d-eda1-4e20-b61f-14affc6dd960,03694d6c-80a6-4391-8028-16c09a5ff9c6,2024-05-10 00:00:00,120,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
318a014d-2645-4f15-aa9b-44a16178c5ae,7be4e40d-db43-481b-8d5a-362956834e0f,2025-05-10 00:00:00,120,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
de165bea-88bd-4229-946d-8b488a65f609,65a7a0a0-6568-4e6a-b4ce-2a9a8bd0309c,2023-10-17 00:00:00,140.4,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
1c86269b-451b-4de5-bd86-be51e542986e,58232722-21e1-4adf-82dc-0c1ab8af557f,2024-10-16 00:00:00,140.4,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
fdada0f1-18c6-48f2-930b-f736d4f4ef3a,84fe6e18-8e71-43b8-9ec7-916a70af8ea0,2025-10-16 00:00:00,140.4,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
23c2f14f-9741-4fec-ac36-3b65605244cf,f2c7e66f-d4f3-43d9-b286-038f37c06be1,2023-12-01 00:00:00,280.8,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
af1cb677-5235-4578-bd71-0ae9b01e3f21,c3c2acef-fb7a-4008-a595-67b6362a1daa,2024-11-30 00:00:00,280.8,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
48d8f05d-04cf-4155-823c-da6eceab3891,5152efc1-ed8b-47fd-bf91-82fce2d2b112,2025-11-30 00:00:00,280.8,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
f80da11b-0ea5-4f7e-aa18-95f41bc20663,b0c9338d-600d-4592-a86e-f5fd499763a5,2023-02-04 00:00:00,561.6,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
c7e5e267-d8c6-4be4-8261-0e8030a14818,30b2dea6-1c48-4279-8082-69b71daa4a62,2023-06-05 00:00:00,441.6,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
f19e5ef8-c0cb-4c8c-8a6d-735dd706d438,6c569b11-7a8e-4068-9452-9a8bd00ca46f,2024-06-04 00:00:00,441.6,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
bcce9a5a-aec6-4efa-8c7f-5467d38e6303,ba638c77-b476-4353-8216-8cdcf9da5d2e,2025-06-04 00:00:00,441.6,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
caeac660-40ca-424e-b861-79f9ece5d613,cced04dd-fff3-41b4-849a-846dd179b969,2023-07-04 00:00:00,421.2,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
78e83b9c-0f13-4d08-b02f-3b896f35eace,248bf56b-2ed7-41b6-8e37-1afb08ce5d47,2024-07-03 00:00:00,421.2,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
73b0c1a4-ba1b-4405-bc30-db5ea068d0a2,0dd5358b-7cda-40ae-be34-efc3cfb10bbe,2025-07-03 00:00:00,421.2,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
b793ab5f-b3ee-4644-bd54-ee57a5e13e3b,c097deb1-1348-4fec-8f83-f031a4cd0fb2,2024-02-01 00:00:00,360,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
7c23f4dd-6b81-4b65-ad2f-e4f56541549d,6ee5096e-199b-4c69-97fb-8007ba847fe4,2025-01-31 00:00:00,360,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
13cb8022-7364-4d79-a3df-57e000801c97,7904ec24-14c5-48c2-aa1b-fe66a26c9501,2023-02-28 00:00:00,662.4,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
558d634b-2230-48aa-9f63-dcb0dc7ae2e7,1e70bfcc-36f8-4b59-8496-30ab20b30842,2024-02-28 00:00:00,662.4,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
a5e4072d-254a-413d-b6e3-50525b21d137,e2e20014-8e4a-45c9-a8a8-ef9384952f12,2025-02-27 00:00:00,662.4,"{""currency"": ""USD"", ""exchange_rate"": 0.92, ""tax_percentage"": 0.0}"
b9214f56-930b-414d-9fd6-ad62d4d0c9fb,1ee08c98-5986-4fbe-a24d-d003e92b930f,2024-04-01 00:00:00,561.6,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
926f7e6e-3bee-4b34-898f-82ed3e21e4ae,69305f47-d31a-40e1-8c0a-44368cadbbe8,2024-03-08 00:00:00,668.3,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.19}"
667004cd-9e9e-44e3-8354-f4f5d50cb677,70aed0e1-a1c5-45f2-8602-8b02986bd8f3,2025-03-08 00:00:00,668.3,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.19}"
16f890c7-13c5-4c3e-8a51-60f4c9296f41,895b622f-cfd8-421d-a2af-944772e44557,2024-01-25 00:00:00,167.08,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.19}"
82843b6e-ea1e-4f55-9ad1-8be0f40db806,472eda60-2e58-48f9-99e6-c2e3981246cb,2025-01-24 00:00:00,167.08,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.19}"
2f34ed66-49d1-4d0d-924a-20a712d2f22f,fe2ae416-d7d8-45cc-b530-454b42d830ee,2023-09-04 00:00:00,140.4,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
22a13383-5f2e-485c-8004-fea2daba0326,2f668e31-7692-498c-a679-8de5fa0aaea8,2024-09-03 00:00:00,140.4,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
15ee9a61-874c-403b-9cae-e3b04c030822,0ae58e75-8768-498f-bd18-75ce89e1b5ba,2024-07-24 00:00:00,280.8,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
c7c5ff4a-4d45-41e2-895e-8cb8d92f8cdc,2a90a053-b315-4a4c-aa61-958d1a005a09,2025-07-24 00:00:00,280.8,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.0}"
33cc7fb3-0c01-49a0-8980-f8ab80e2bb52,ed46ec68-8713-4ac6-9bc1-69de343a600a,2023-03-25 00:00:00,120,"{""currency"": ""EUR"", ""exchange_rate"": 1.0, ""tax_percentage"": 0.0}"
6bf20aa2-2b30-4d76-a3a7-ddec8c137c69,b8821f95-e6c5-4f38-b13d-cf157c386341,2023-08-22 00:00:00,501.23,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.19}"
d2da7792-afb7-40b3-9fc8-2854cad18953,0dc42647-3fbf-4aa4-a281-2d2d7009663f,2024-08-21 00:00:00,501.23,"{""currency"": ""GBP"", ""exchange_rate"": 1.17, ""tax_percentage"": 0.19}"
